material_a,material_b,ground_truth,reason,critical_conflict,category
CPI-FST-91199,CPI-B-BC61DD06,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
BUS-CBL-89430,BUS-B-49CC3A66,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
GME-GSK-43247,GME-B-D64868C7,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
BUS-DUP-58480,BUS-B-58A1134B,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
NEC-VLV-81328,NEC-B-542DBC6B,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
AHM-BRG-73799,AHM-B-BD2D5BEF,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-CBL-17893,AHM-B-13F79640,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
NEC-FLG-26024,NEC-B-B710835A,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
CPI-GSK-11905,CPI-B-DE6525F1,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
CPI-BRG-33247,CPI-B-10D94681,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
NEC-DUP-29498,NEC-B-50922464,NOT_EQUIVALENT,"Same category, critical attribute conflict",body_material,CAT-VLV
GME-FLG-48413,GME-B-FFDCCC94,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FLG
BUS-DUP-60611,BUS-B-76DA5FB0,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
NEC-LUB-80949,NEC-B-B27E8B35,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-LUB
AHM-CBL-68056,AHM-B-703EDA8D,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-CBL
BUS-GSK-58065,BUS-B-1C4C7CA3,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
NEC-DUP-96129,NEC-B-AC1783BA,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PMP
NEC-DUP-74110,NEC-B-5422647B,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
GME-ELC-77813,GME-B-CB371733,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
AHM-DUP-50048,AHM-B-0FAA61F0,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
BUS-FST-51773,BUS-B-8B31F147,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
GME-DUP-21283,GME-B-5C80F66D,NOT_EQUIVALENT,"Same category, critical attribute conflict",schedule,CAT-PIP
AHM-DUP-13682,AHM-B-A9FC6752,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-VLV
NEC-CBL-67261,NEC-B-8024AABC,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-CBL
BUS-DUP-76330,BUS-B-17EF005E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
AHM-CFL-46782,AHM-B-291759B9,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
CPI-BRG-95707,CPI-B-F57B6364,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-BRG
CPI-INS-37912,CPI-B-038924CE,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
CPI-MTR-57406,CPI-B-394B655A,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-MTR
AHM-BRG-34834,AHM-B-50FB86D6,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-GSK-98373,NEC-B-FA283A43,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
CPI-PPE-93895,CPI-B-AE019F5F,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PPE
AHM-ELC-66293,AHM-B-B4AD96AF,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
NEC-CBL-16047,NEC-B-8BC36553,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-CBL
AHM-ELC-83532,AHM-B-9CD88A39,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
GME-ELC-89237,GME-B-09962752,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
AHM-DUP-40056,AHM-B-B34421D5,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PMP
AHM-PIP-63540,AHM-B-7F502563,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
GME-INS-77560,GME-B-D1994C1F,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-DUP-57718,AHM-B-9444065D,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-61111,AHM-B-513E6DB4,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
AHM-DUP-57820,AHM-B-2EB15FFC,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
AHM-INS-44173,AHM-B-52A406B9,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
AHM-PIP-21862,AHM-B-206C407D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
GME-DUP-70704,GME-B-953A66C0,NOT_EQUIVALENT,"Same category, critical attribute conflict",power,CAT-MTR
CPI-BRG-95492,CPI-B-D662D3D6,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-FLG-90291,AHM-B-8D8D8C0F,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
AHM-GSK-51570,AHM-B-2F7D694F,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
CPI-BRG-62391,CPI-B-4F19B37E,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-PPE-32189,CPI-B-035933D8,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
CPI-PIP-73843,CPI-B-6073D4DA,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
AHM-BRG-38647,AHM-B-FE298233,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-DUP-26532,GME-B-AB185B43,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
CPI-CFL-20049,CPI-B-CD7D2AD0,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-FLG-43083,BUS-B-B886D3C1,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
AHM-BRG-78936,AHM-B-61D8B7E8,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
NEC-INS-86793,NEC-B-4CECE07D,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
GME-ELC-76162,GME-B-4508E50D,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-ELC
BUS-LUB-78722,BUS-B-76990CED,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
BUS-ELC-80054,BUS-B-B936714D,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
CPI-DUP-85993,CPI-B-1B3DDE42,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-MTR
NEC-DUP-81700,NEC-B-87A017D6,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
NEC-DUP-67357,NEC-B-C47D7EAC,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
CPI-DUP-96540,CPI-B-9A53CE8B,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-MTR
BUS-PMP-75535,BUS-B-B486941C,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PMP
GME-FST-80562,GME-B-E80C6D85,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
BUS-BRG-13369,BUS-B-23038479,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-96259,AHM-B-A60BB3FD,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-LUB-18856,AHM-B-0847F85A,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
AHM-PIP-35833,AHM-B-9D952555,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
NEC-PPE-35913,NEC-B-7B53030B,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
AHM-LUB-47799,AHM-B-401EA938,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
AHM-MTR-63108,AHM-B-EB8E5DB7,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
BUS-CBL-21172,BUS-B-0B7F7042,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
GME-FLG-81977,GME-B-F474C01E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
BUS-BRG-47033,BUS-B-F348A414,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-INS-41186,NEC-B-AF8283D5,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
NEC-BRG-23938,NEC-B-5F3945E1,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-BRG-97235,GME-B-9FCAEED1,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-CFL-58553,CPI-B-66875FE4,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-GSK
AHM-MTR-98699,AHM-B-BDEE5E32,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-MTR
AHM-DUP-10946,AHM-B-F73609BF,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
AHM-PPE-27651,AHM-B-B7BF2FC1,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PPE
AHM-DUP-22758,AHM-B-DA61FAD6,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
GME-DUP-23093,GME-B-B1487018,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
CPI-PIP-93596,CPI-B-C8A50607,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
BUS-DUP-38799,BUS-B-29A3D875,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-CBL-82983,BUS-B-56279467,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-CBL
BUS-PPE-40736,BUS-B-FAD8CF9A,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
GME-DUP-68612,GME-B-66AFF679,RELATED,"Same category/mfg, different size/specs",NONE,CAT-MTR
CPI-DUP-71446,CPI-B-B9DC40AA,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PMP
NEC-GSK-93073,NEC-B-82653EFF,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-GSK
BUS-FST-36742,BUS-B-AAC0C718,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
CPI-FLG-24960,CPI-B-6968A046,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
AHM-PPE-46761,AHM-B-A30BDA8A,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PPE
CPI-DUP-86382,CPI-B-4867F9E1,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
BUS-PIP-57668,BUS-B-F771A303,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
GME-DUP-18144,GME-B-0EDE4777,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PPE
CPI-MTR-92239,CPI-B-4B34F7D2,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-MTR
NEC-PPE-98836,NEC-B-C9877A81,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
AHM-PMP-92844,AHM-B-ECE2A587,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PMP
NEC-FST-74066,NEC-B-EF6F2F64,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
NEC-BRG-18641,NEC-B-7560B287,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-FLG-82623,BUS-B-7578D780,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
AHM-FST-66829,AHM-B-EB85A4D5,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
GME-BRG-58628,GME-B-8DF72716,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-BRG-50810,BUS-B-D29CC586,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
GME-ELC-81095,GME-B-C5BED8CA,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
NEC-CFL-35620,NEC-B-5DB00E41,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
BUS-BRG-78597,BUS-B-9C03EB2D,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-87590,AHM-B-4F0FDD2C,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-VLV-74683,BUS-B-A18D47DD,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
AHM-ELC-68760,AHM-B-152C8408,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
NEC-INS-26908,NEC-B-4BB3F902,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
NEC-DUP-76147,NEC-B-CB5C74E0,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-63909,CPI-B-C9C95543,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
BUS-PMP-70029,BUS-B-90D5DFE1,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
GME-FST-76746,GME-B-DDB9142B,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FST
CPI-CFL-52939,CPI-B-C03FAF7A,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
AHM-BRG-41194,AHM-B-7B226FF6,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-20707,AHM-B-27F02530,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-BRG
AHM-BRG-40356,AHM-B-A1005770,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-73857,AHM-B-222021AC,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-BRG-12446,NEC-B-1DF92AE1,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-LUB-16633,GME-B-DD36E7CC,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
BUS-DUP-11614,BUS-B-0BF4D1B7,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
GME-PIP-77350,GME-B-88DD3AA3,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
BUS-CFL-76879,BUS-B-3E2395DD,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
CPI-INS-71681,CPI-B-0F0A27C2,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
AHM-CBL-93660,AHM-B-19FFB132,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
CPI-BRG-63187,CPI-B-3EEC8BB9,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-83360,AHM-B-A1541153,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-DUP-76498,GME-B-83B4C7E9,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
CPI-CBL-98790,CPI-B-5C6E3317,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
NEC-DUP-52802,NEC-B-A71588AB,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PPE
GME-BRG-77792,GME-B-53B35C4F,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-MTR-25099,GME-B-7A929E3A,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
CPI-BRG-60521,CPI-B-101D1751,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-PPE-89298,NEC-B-0C8439C1,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
AHM-ELC-91955,AHM-B-CABBC157,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
CPI-ELC-54748,CPI-B-68897822,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-ELC
GME-GSK-31722,GME-B-AB6939B0,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
BUS-ELC-55700,BUS-B-B36F2498,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-ELC
GME-INS-80286,GME-B-D04D99E2,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
BUS-PPE-91732,BUS-B-A8F6912A,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
NEC-MTR-66220,NEC-B-1422B7C6,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
AHM-FLG-13957,AHM-B-EDE722AB,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
NEC-VLV-72285,NEC-B-406E5AC7,NOT_EQUIVALENT,"Same category, critical attribute conflict",size,CAT-VLV
NEC-PMP-69932,NEC-B-3BAE767E,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PMP
AHM-MTR-99284,AHM-B-2B5008B7,NOT_EQUIVALENT,"Same category, critical attribute conflict",power,CAT-MTR
BUS-BRG-41820,BUS-B-52D5897C,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-ELC-28116,BUS-B-3A7D6A12,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
NEC-PPE-73863,NEC-B-7C4DF773,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
AHM-DUP-59374,AHM-B-DB436925,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
CPI-BRG-32839,CPI-B-531CA10E,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-LUB-31233,AHM-B-40D7E709,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
GME-FLG-91654,GME-B-1BA1914E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
CPI-CBL-24926,CPI-B-FAD4D663,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
GME-PIP-96624,GME-B-908ED9E0,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
GME-FLG-22922,GME-B-91604BCD,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
AHM-VLV-81489,AHM-B-02EC4AE8,NOT_EQUIVALENT,"Same category, critical attribute conflict",pressure_class,CAT-VLV
AHM-PPE-95937,AHM-B-F9F5E035,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
GME-DUP-74299,GME-B-3A384449,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-CBL
NEC-FLG-23210,NEC-B-E61881A4,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FLG
CPI-BRG-16540,CPI-B-F4466F2B,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-PMP-93156,AHM-B-8D457F60,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
BUS-GSK-74816,BUS-B-AA75C089,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
AHM-CBL-73478,AHM-B-B7BE6E43,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
AHM-BRG-71910,AHM-B-A5D78188,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-BRG
NEC-VLV-59054,NEC-B-6833FFC7,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
NEC-ELC-17350,NEC-B-962C8AB0,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-ELC
CPI-INS-53118,CPI-B-67E6C12C,RELATED,"Same category/mfg, different size/specs",NONE,CAT-INS
BUS-FST-70405,BUS-B-3C745CCB,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FST
NEC-DUP-80102,NEC-B-D6A05073,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-INS-52940,CPI-B-3E6D85BC,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
NEC-CBL-10652,NEC-B-F2355D65,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
CPI-BRG-30881,CPI-B-74CFF28A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-DUP-19512,CPI-B-6315DAD8,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
AHM-DUP-22758,AHM-B-33D1CE86,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-BRG
CPI-CBL-58073,CPI-B-A732BC46,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
GME-CFL-78836,GME-B-AED11C89,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
NEC-PPE-63342,NEC-B-EE7D300E,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
NEC-BRG-77106,NEC-B-A9247399,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-CFL-10088,BUS-B-4D78C7DE,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
CPI-PMP-40546,CPI-B-E1090A99,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
NEC-FLG-13340,NEC-B-A8764A9C,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FLG
CPI-BRG-33247,CPI-B-EF9B74DC,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-FLG-33137,CPI-B-4ED73199,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
BUS-VLV-74683,BUS-B-92FABB87,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
CPI-DUP-85422,CPI-B-DD231780,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
BUS-VLV-83284,BUS-B-4EAF3C1D,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-VLV
AHM-DUP-91667,AHM-B-FFA98DA1,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
BUS-CBL-17319,BUS-B-43CD97F8,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
GME-DUP-87809,GME-B-ADE36900,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
CPI-DUP-18771,CPI-B-3194BE4C,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-PPE-28559,AHM-B-2F546F80,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PPE
NEC-DUP-70155,NEC-B-51D246F4,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
GME-BRG-74822,GME-B-464CAA81,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
